#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1 4348.121865209667 All -0.5831143210582559 0.3768259445320803 -0.02159657040403573 0.3117203698517861
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1 6196.335471212117 All 1.2718730749048242 -0.32246161639560267 -0.5831202919742262 -0.5453492414660899
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1 7549.137079520675 All 0.1566070050978666 -0.09126276919732046 -0.002601026579854615 -0.08085541203147464
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1 5377.296525656191 All 0.1404965274267147 1.3532363773533138 -1.1960028128287643 0.34165715458275525
Check All|All|All All All 0.9858622863711494 1.316337936292471 -1.8033207017868809 0.027172870936976845
