#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5617.120929276064    All      3.570907703656971         -0.21085571896310995       1.3391042143546916        -1.17208669226498         
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4690.702539729254    All      -2.5747991136493367       1.2133485375128927         -1.342168717852732        1.174029490819676         
Check         All|All|All                            All                  All      0.9961085900076345        1.0024928185497828         -0.0030645034980403274    0.0019427985546960347     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5617.120929276064    All      -0.0007911046280399817    -1.146348400858614e-06     -0.0007408708783806699    0.00022425373592865514    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4690.702539729254    All      -0.0005793984124381163    -0.00015473979180535111    -0.0026639822199183713    1.9443992346562934e-05    
MWEBV         All|All|All                            All                  All      -0.2633734031094721       -2.601038025411917         -0.01845973994332173      -0.7622780477767688       
Redshift      All|All|All                            All                  All      4.490547816968753         1.7648197518310482         5.071671050346649         -0.6615339189707538       
