#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                    
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5617.120929276064    All      3.4892231257987203        -0.28135059188816314       0.5784270244687297        -1.2023873665585236      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4690.702539729254    All      -2.492233944226361        1.2845734079549587         -0.5748882700561176       1.2045757847503686       
Check         All|All|All                            All                  All      0.9969891815723592        1.0032228160667955         0.0035387544126120885     0.0021884181918450096    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5617.120929276064    All      -0.000934672228014974     5.563866041854414e-06      -0.0007517970664525426    0.0002727165784862639    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4690.702539729254    All      -0.0006209073852595208    -0.00012174525154077976    -0.002403000321089608     5.535866114966274e-05    
MWEBV         All|All|All                            All                  All      -0.2619161768900806       -2.6006428827162864        -0.012875764965881796     -0.762374816164994       
Redshift      All|All|All                            All                  All      5.121253426358896         1.944725747054754          6.906184838425958         -0.7265082594266402      
