#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          6839.8280192064      All      0.01226696560215236        -0.011991376950071242      -0.256361396381255         -0.01934197194021353      
Zeropoint     AB|DECam|DECam_g          4236.081384114519    All      -0.8702796166841837        0.8228394472025613         -0.23996199187279466       0.5407961794788835        
Zeropoint     AB|DECam|DECam_r          5630.0668543726      All      0.9282687939563139         0.18190389800007978        -0.05302967892351074       -0.2454820723025261       
Zeropoint     AB|DECam|DECam_z          8015.272474796104    All      0.9275314468061764         0.005969709161490755       0.5500112679235336         -0.27563849965445003      
Check         All|All|All               All                  All      0.9977875896804591         0.9987216774140606         0.0006582007459732253      0.0003336355816937475     
Lambda        AB|DECam|DECam_i          6839.8280192064      All      1.1046287606964929e-06     2.3999452505517815e-06     6.262078612861763e-05      3.2164052734449204e-06    
Lambda        AB|DECam|DECam_g          4236.081384114519    All      -0.0004807334178891403     0.00032644951331337583     -0.000767993996054288      0.0002286539914472569     
Lambda        AB|DECam|DECam_r          5630.0668543726      All      -0.00024109053076085878    -3.3613535750899785e-05    -0.00023661379593221656    5.7023096080535935e-05    
Lambda        AB|DECam|DECam_z          8015.272474796104    All      0.00018250509118150182     1.9738786562712206e-05     0.00047596740426948686     -3.177810105337782e-05    
MWEBV         All|All|All               All                  All      -0.4172921557059972        -3.4786377941033564        0.10241936018027253        -0.9926104840562416       
Redshift      All|All|All               All                  All      -2.203093335630711         0.5957430995831459         -7.1802682348252045        0.5912507123917928        
