#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_B             4316.156615614261     All      -0.44761982337976847       0.3253529440996772        0.04248164463693804        0.2536784211057675         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7495.46049816412      All      0.26277846280251055        -0.05934885695051406      -0.007027729431297036      -0.10524108100492258       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_R             6311.6777774899365    All      0.5779765958213879         -0.02628071878945093      0.30908780358867016        -0.18303331775869416       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_I             7804.31059776317      All      0.1971831867805305         -0.0311445997436266       0.1348628958950826         -0.06835556019105238       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5339.062368374729     All      0.203824669917843          0.21442390111880982       -0.3070962630255636        -0.010251777470206974      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6152.277706525965     All      0.6513361996896917         -0.07460022147087741      -0.26161406096574247       -0.24813600896184881       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K3_V             5319.973521651771     All      0.20528800509441536        0.21282783036289388       0.20267485474043667        0.011500417057953849       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4317.2054419698125    All      -0.6542445188639217        0.43559583930381507       -0.11293343310558868       0.3499571589030199         
Check         All|All|All                                All                   All      0.9965227778626888         0.996826117930727         0.00043571233293571154     0.00011825168001639019     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_B             4316.156615614261     All      -9.197459798351665e-05     3.4235750280813836e-05    -0.00021746544749129155    3.140637848795555e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_i'_1    7495.46049816412      All      -9.045129435067469e-05     7.519226084870184e-07     -0.0001819415564496858     2.1588672223307733e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_R             6311.6777774899365    All      -0.00017674950792122434    5.014135659065791e-06     -0.0001384058679138142     5.302998035052039e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K3_I             7804.31059776317      All      -1.872420115060776e-05     3.5808755667460154e-06    -5.291396955641315e-06     7.029366558446552e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_V_1     5339.062368374729     All      -5.899182670405187e-05     -6.18281316711747e-06     -0.0010150371705140283     -2.8094813949018726e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_r'_1    6152.277706525965     All      -0.00019873466695845689    -9.11829000199097e-06     -0.00033064549890640725    4.7009102151885377e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K3_V             5319.973521651771     All      5.9639466846602415e-05     2.6180016632732077e-05    -6.275439087747788e-05     -1.369928396224261e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA3_KC_B_1     4317.2054419698125    All      -0.000259465357846163      8.75414225966242e-05      -0.00042861852964024374    9.390424817005661e-05      
MWEBV         All|All|All                                All                   All      -0.853037183221796         -4.010870425961599        0.028531938695897097       -1.0273369274066662        
Redshift      All|All|All                                All                   All      4.831211288512573          0.09893923532757753       0.3274414811988313         -1.5268444854269563        
