#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_R
@MAGSYS  Linear_AB11_off
54114.54  16.583  0.026
54116.57  16.282  0.024
54118.52  16.1  0.041
54120.56  15.974  0.014
54122.54  15.935  0.02
54124.55  15.894  0.017
54126.59  15.892  0.025
54130.52  16.03  0.02
54132.53  16.163  0.023
54134.41  16.319  0.04
54145.53  16.73  0.031
54147.48  16.781  0.042
54149.49  16.715  0.108
54151.53  16.805  0.125
54161.54  17.595  0.51
54167.53  17.623  0.817
54170.45  17.734  0.089
54175.43  17.915  0.064
54178.42  17.971  0.066
54181.4  18.119  0.09
54184.41  18.279  0.204
54188.39  18.215  0.137
54191.37  18.378  0.146
