#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_I
@MAGSYS  Linear_AB11_off
54114.54  16.612  0.038
54116.57  16.33  0.032
54118.52  16.218  0.03
54120.56  16.159  0.024
54122.54  16.183  0.028
54124.55  16.219  0.033
54126.59  16.296  0.048
54130.52  16.495  0.039
54132.53  16.565  0.028
54134.41  16.79  0.074
54145.53  16.874  0.051
54147.48  16.864  0.077
54149.49  16.847  0.188
54161.54  17.347  0.433
54167.53  17.944  0.811
54170.45  17.566  0.126
54175.43  17.825  0.084
54178.42  17.816  0.07
54181.4  18.049  0.127
54184.41  17.963  0.271
54188.39  18.238  0.232
54191.37  18.566  0.265
