#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_g                3702.322433561499    All      -0.6112454932460044        0.0798421234883051         -0.3296955116716571       0.21039717642843403       
Zeropoint     AB|PS|PS_r                4701.698155070443    All      0.3925124813401699         1.1305220844313624         2.352203552772436         0.345362048801634         
Zeropoint     AB|PS|PS_i                5694.77474406641     All      -0.09677717390747831       -0.23300356400959288       -2.9664084833375126       -0.17675060336135306      
Zeropoint     AB|PS|PS_z                6544.68574483812     All      1.3114164881859849         0.025904986864588864       0.9695890950128128        -0.37546507990379174      
Check         All|All|All               All                  All      0.995906302372672          1.0032656307746635         0.025688652776079124      0.003543541964923236      
Lambda        AB|PS|PS_g                3702.322433561499    All      -0.0012623304996043482     -0.00018801298531143966    -0.0015107093097849352    0.00028252454034279235    
Lambda        AB|PS|PS_r                4701.698155070443    All      -0.00017351065062434827    9.059953970037122e-05      -0.0005289684123285859    6.24239471777535e-05      
Lambda        AB|PS|PS_i                5694.77474406641     All      7.397702939220089e-05      0.00012585771107158846     0.0009076969711541631     5.740559176791788e-05     
Lambda        AB|PS|PS_z                6544.68574483812     All      -0.0006212471275553449     -0.0005475225564374155     -0.0016937641166063387    -5.157039506747202e-05    
MWEBV         All|All|All               All                  All      -0.4657694992424526        -2.791060500046605         0.04631420428078403       -0.7553569885399625       
Redshift      All|All|All               All                  All      2.281889071079393          0.8769130206793818         -0.27870240075085206      -0.47008413006608407      
