#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|PS|PS_r                6058.37665732055     All      1.2552754575614964         0.1725368021600282         -0.18869631322961747      -0.36110425091658815      
Zeropoint     AB|PS|PS_z                8433.159687902544    All      0.31576355235687364        -0.11036157535464497       0.05188295185938679       -0.13648767534422887      
Zeropoint     AB|PS|PS_g                4770.630327507092    All      -1.1679926346937073        1.1503634971909094         -0.05792344385573072      0.752580006539538         
Zeropoint     AB|PS|PS_i                7338.006235245792    All      0.5943668051633887         -0.2169155222071062        0.19610056365126274       -0.2555102769219127       
Check         All|All|All               All                  All      0.9974131803880512         0.9956232017891864         0.0013637584253013424     -0.0005221966431916969    
Lambda        AB|PS|PS_r                6058.37665732055     All      -0.0002442258682574017     9.111637112707583e-06      -0.0007502883916358248    4.903843508664538e-05     
Lambda        AB|PS|PS_z                8433.159687902544    All      0.0003437123702436472      -9.405611597094087e-05     -0.0002210899785044222    -0.0001524618284266104    
Lambda        AB|PS|PS_g                4770.630327507092    All      -0.0005299148746453454     -5.6666228607168625e-05    -0.000837260545076187     0.00011678956070447532    
Lambda        AB|PS|PS_i                7338.006235245792    All      -0.00012578988191495676    3.0855433117125134e-05     -0.0011811756780867899    -1.685912985605321e-06    
MWEBV         All|All|All               All                  All      -0.7045004896428919        -4.063021393521815         0.007659980867280708      -1.0936389206840735       
Redshift      All|All|All               All                  All      7.392576470613875          0.6866883379809785         10.709877329894798        -1.7063957454193188       
