#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    6691.536677493298    All      2.902478329449673         -1.4420546887041752       -0.06197958337607296      -1.4179231990476777        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    5587.917455046594    All      -1.9062679652231642       2.4475007450320163        0.06272284446862558       1.4209647361392126         
Check         All|All|All                            All                  All      0.9962103642265088        1.0054460563278411        0.0007432610925526204     0.003041537091534874       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    6691.536677493298    All      -0.0008864174374542247    0.0005639930089709291     0.0010080690341677844     0.0005174318905883193      
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    5587.917455046594    All      3.271629967779997e-05     -3.788613527095243e-05    1.6899334285560145e-05    -2.2243396140596306e-05    
MWEBV         All|All|All                            All                  All      -0.559748653426559        -3.3022178704975147       0.014261896200365578      -0.8926760056324123        
Redshift      All|All|All                            All                  All      1.3170745346916086        -0.7285796815182266       -12.729164076591525       -1.234381008046539         
