#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_i 7212.936064674574 All 0.5838624089728686 -0.06830066485543185 0.3217619869724504 -0.1980722089944869
Zeropoint AB|SDSS|SDSS_u 3461.6490109176843 All -0.13348929500963988 0.09839599758755391 0.03927798959465312 0.07728546487676263
Zeropoint AB|SDSS|SDSS_z 8575.57972026606 All 0.1202623507876749 -0.025908741045686412 0.02224607054372596 -0.04661999354034882
Zeropoint AB|SDSS|SDSS_r 5947.955849788723 All 0.9537905392853959 0.0297740710644554 -0.3144834401379826 -0.3150165145015779
Zeropoint AB|SDSS|SDSS_g 4551.887227402698 All -0.8191972519267803 1.0904117489836018 1.0576015913951688 0.6692183775021239
Check All|All|All All All 0.7052287521095193 1.1243724117344929 1.1264041983680158 0.1867951253424729
