Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54406.7966193185 0.4265606782956914
Redshift 0.0433573 0 F
Color 0.22094158587452223 0.04342689778543977
X0 7.890795746290664e-05 4.25528225110327e-06
X1 -3.336822994812192 0.322267597295192
RestFrameMag_0_UX 20.920715601258134 0.0
RestFrameMag_0_B 20.898157801953996 0.05855067283498418
RestFrameMag_0_V 20.68306417527994 0.0
RestFrameMag_0_R 20.510832053342874 0.0
CovDayMaxDayMax 0.18195401226808033 -1
CovDayMaxRestFrameMag_0_B 0.011142865684989246 -1
CovDayMaxX1 0.04073027194176148 -1
CovDayMaxColor 0.004209907735660132 -1
CovRestFrameMag_0_BDayMax 0.011142865684989237 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.003428181289429354 -1
CovRestFrameMag_0_BX1 0.006704120187952559 -1
CovRestFrameMag_0_BColor 0.0021150159375915092 -1
CovX1DayMax 0.040730271941761396 -1
CovX1RestFrameMag_0_B 0.006704120187952554 -1
CovX1X1 0.10385640426641606 -1
CovX1Color 0.0031232478672152306 -1
CovColorDayMax 0.004209907735660143 -1
CovColorRestFrameMag_0_B 0.0021150159375915097 -1
CovColorX1 0.0031232478672152324 -1
CovColorColor 0.0018858954512670331 -1

dmu_estimate 0.09682642001796515
FirstPhase  -13.784761287907743
LastPhase  25.43129346150035
LatestNegPhase  -0.4498768719984232
EarliestPosPhase  5.322365292792919
NightsNegPhase  7
NightsPosPhase  5

salt3source   1
salt2_version   salt3-f22
