#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_r
@MAGSYS  Linear_AB11_off
57813.90451  15.494  0.16
57813.90604  15.568  0.036
57814.53976  15.619  0.037
57814.54126  15.621  0.034
57820.97642  15.73  0.036
57820.97794  15.725  0.034
57824.87939  16.05  0.042
57824.8809  15.999  0.036
57826.11294  16.116  0.039
57829.14036  16.209  0.037
57833.21185  16.313  0.035
57833.21335  16.318  0.039
57842.83961  16.561  0.039
57846.81599  16.732  0.038
57853.83666  17.17  0.044
57853.83818  17.161  0.044
57858.02634  17.289  0.041
57864.02061  17.552  0.042
57882.78451  18.222  0.061
