#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          5838.009342787322     All      0.6257992023234498         0.024701566404594644       -2.0640009372247192        -0.2879041577585152       
Zeropoint     AB|DECam|DECam_r          4805.439961947765     All      0.03868973469504633        0.6250274009373058         0.4395039126328104         0.21060250888369855       
Zeropoint     AB|DECam|DECam_g          3615.6293152144744    All      -0.53268514633394          0.3013794728135011         0.1446599926711034         0.27813779744084116       
Zeropoint     AB|DECam|DECam_z          6841.288327930058     All      0.8419898704095449         0.04628548293315049        1.3880767164989205         -0.19724360824626783      
Check         All|All|All               All                   All      0.9737936610941007         0.997393923088552          -0.0917603154218849        0.0035925403197566985     
Lambda        AB|DECam|DECam_i          5838.009342787322     All      -5.128581679195721e-05     2.303232301184579e-05      0.0008175581045971448      6.06917264278866e-05      
Lambda        AB|DECam|DECam_r          4805.439961947765     All      -0.00017889691623502693    -1.8768339186777376e-05    -0.0014205749140851587     -1.123458833270919e-05    
Lambda        AB|DECam|DECam_g          3615.6293152144744    All      -0.0009344891331513837     0.0004674867831639883      -0.00044249054054432217    0.0004369233590426059     
Lambda        AB|DECam|DECam_z          6841.288327930058     All      -0.0007285241761458045     -3.031068475510686e-05     -0.0010232057972406085     0.0001817701293709232     
MWEBV         All|All|All               All                   All      -0.4800620927691437        -2.736312216585901         0.020001628804466876       -0.7340423129220018       
Redshift      All|All|All               All                   All      6.72077237894213           0.3481039504260153         10.497394334434729         -1.607337265374123        
