#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_B
@MAGSYS  Linear_AB11_off
57936.42058  16.77  0.033
57936.42316  16.757  0.033
57938.1655  16.474  0.032
57938.16804  16.449  0.033
57938.8095  16.45  0.033
57938.81208  16.435  0.033
57940.79214  16.259  0.045
57940.79472  16.241  0.032
57941.77873  16.212  0.032
57941.78131  16.21  0.031
57942.77624  16.178  0.029
57942.77883  16.179  0.029
57943.38411  16.144  0.027
57943.38669  16.176  0.026
57944.42282  16.107  0.032
57944.4254  16.121  0.036
57945.76785  16.05  0.032
57945.77044  16.104  0.031
57946.81339  16.082  0.028
57946.81597  16.07  0.025
57948.14753  16.037  0.034
57948.15013  16.053  0.032
57949.81301  16.106  0.034
57949.8156  16.138  0.028
57958.13241  16.792  0.034
57958.13501  16.765  0.033
57962.40289  17.37  0.046
57962.41149  17.439  0.054
57963.39615  17.492  0.038
57963.39872  17.494  0.038
57967.7554  17.887  0.045
57967.75822  17.911  0.042
57987.68406  19.125  0.041
57987.68803  19.146  0.041
57993.11451  19.247  0.046
57993.11848  19.254  0.044
58024.98935  19.805  0.06
58024.99332  19.791  0.056
58043.15355  20.153  0.058
58043.15753  20.145  0.057
