#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_B
@MAGSYS  Linear_AB11_off
57261.24332  14.316  0.01
57264.29454  14.238  0.01
57268.23185  14.414  0.01
57268.23433  14.508  0.01
57290.79173  16.912  0.032
57290.79012  16.971  0.031
57290.4014  16.057  0.028
57290.39987  17.346  0.136
57294.50732  17.107  0.027
57294.50579  17.152  0.03
57297.00702  17.55  0.029
57297.00455  17.142  0.02
57297.02889  17.344  0.032
57297.03147  17.317  0.033
57301.04836  17.255  0.02
57301.04577  17.36  0.019
57315.18276  17.64  0.027
57315.17961  17.629  0.023
57320.93544  17.661  0.048
57320.93883  18.127  0.054
57327.19183  17.801  0.031
57327.19498  17.731  0.031
57339.19807  18.088  0.022
57339.20123  18.053  0.03
57346.17929  18.209  0.03
57346.18244  18.265  0.04
57351.90394  18.075  0.088
57351.90079  18.546  0.119
57368.84446  18.413  0.073
57372.07244  18.576  0.041
57372.07606  18.611  0.041
57382.79279  18.892  0.067
57382.78918  18.726  0.067
57385.03875  18.837  0.055
57385.04237  18.84  0.044
57386.04546  18.919  0.041
57386.04185  18.866  0.044
57397.04298  18.992  0.076
57397.03937  18.994  0.086
