#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    5944.70311454057      All      0.3924021395531446         0.023384426929151658      0.0566448495156302         -0.11767340985027741      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5094.9461504410165    All      0.2520063238158885         0.3492517167974718        0.10527590400858378        0.036374003853667514      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3408.463932191781     All      -0.12055626366182924       0.04038593760000708       0.08687096143799589        0.0563008218172123        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7237.618701414246     All      0.1815043263322377         -0.03500318274500813      0.16916188175236657        -0.06297470074174971      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              5897.773202071715     All      0.7331011432421377         0.04960119063390778       -0.2992518071655903        -0.23599265478498888      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4170.782271169695     All      -0.3823873377763585        0.21768328211191346       -0.16626151639400621       0.1880432547694766        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5147.376177535404     All      0.05510076155728895        0.0689828701872841        -0.015324838902475157      0.0038379823128195656     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7210.930820313061     All      0.3494589486087418         -0.06443716364614716      0.3184068304826704         -0.12061054608428767      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4556.18891998438      All      -0.271513726530189         0.23224614143009248       -0.25256227351884153       0.15282046791146586       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4157.895364901685     All      -0.207821719716141         0.12023443822766211       0.0015554005469653465      0.10692809375203172       
Check         All|All|All                                All                   All      0.9812945954249217         1.0023296575263352        0.004515391763298959       0.007053312955369873      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    5944.70311454057      All      -0.0001219480233451441     1.4449265438566699e-05    -0.000183283250506659      3.624999461377802e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5094.9461504410165    All      -6.664357547990671e-05     2.0519615235824398e-05    -0.0007208054165716345     -3.774316402144247e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3408.463932191781     All      -0.0003777701272359691     0.00011825872682637673    1.556446696520679e-05      0.000162267487308332      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7237.618701414246     All      -0.00011208143762192752    2.0697082226668893e-05    -0.00021874428078320766    3.348877960302833e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              5897.773202071715     All      -0.00026456111200913647    5.447046349197211e-05     -0.000676783872782669      7.371732408139509e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4170.782271169695     All      -0.00021290314794829762    7.138995942699388e-05     -0.0004353822611042457     7.317450736286965e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5147.376177535404     All      6.154326697428861e-06      5.32937370439822e-06      -0.00012545809518843974    -5.867332910047845e-06    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7210.930820313061     All      -0.00022045072232383602    4.903914255886305e-05     -0.0007725337857154652     5.330708020836493e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4556.18891998438      All      -9.640031616171932e-05     6.724727076369892e-06     -0.0006193904047947089     5.950670287040422e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4157.895364901685     All      -0.00010502347743697362    4.276829256865545e-05     -7.405133017900024e-05     4.483607093521369e-05     
MWEBV         All|All|All                                All                   All      -0.9212614960297816        -3.796453678312872        0.1563260056832383         -0.9295685731284975       
Redshift      All|All|All                                All                   All      9.512856347958273          -0.5863165341127186       15.351109131738816         -2.604583365153998        
