#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_z 7980.806325557929 All 17.666768548787978 3.2115173983166088 109.59764693332129 0.1822887555028175
Zeropoint AB|SDSS|SDSS_r 5535.425617693444 All 0.035227969300378525 1.014461875468399 -14.72555685775997 -0.3381652714479139
Zeropoint AB|SDSS|SDSS_u 3221.5606669604927 All 1.3312006415555473 0.7870140868124 7.227800804140816 0.14528408971470513
Zeropoint AB|SDSS|SDSS_g 4236.183624044804 All 5.44020147540388 2.6543975893147476 33.64853079958918 0.5941514115487252
Zeropoint AB|SDSS|SDSS_i 6712.671055317737 All 1.0072993797492027 0.19625867945271835 1.837212993380573 -0.18219626065255565
Check All|All|All All All 25.480698014796985 7.863649629364874 137.5856346726719 0.40136272466577827
