#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           3969.899507336611    All      1.160110472395489         0.8036282818004281         -1.176299069104487        -0.16861080230044806       
Zeropoint     AB|MEGACAMPSF|z           4577.693617459593    All      1.1906182919654034        0.3102326540986411         0.8984848500835743        -0.24667531381280544       
Zeropoint     AB|MEGACAMPSF|r           3247.269424301012    All      -1.3589153911184069       -0.1159654871969451        0.26132313680378594       0.4165313269262477         
Check         All|All|All               All                  All      0.9918133732424854        0.9978954487021241         -0.016491082217126807     0.001245210812994224       
Lambda        AB|MEGACAMPSF|i           3969.899507336611    All      0.0010095367688569474     0.0006989459332425793      -0.001297753038066779     -0.00015908241101938664    
Lambda        AB|MEGACAMPSF|z           4577.693617459593    All      0.00019114087680529985    4.233151098453778e-05      -9.206406409142308e-05    -5.2580502475989265e-05    
Lambda        AB|MEGACAMPSF|r           3247.269424301012    All      -0.003241813743458906     -0.00029893403336552166    0.00027293997382091197    0.0009707727969077686      
MWEBV         All|All|All               All                  All      -0.5283313264936789       -1.643462760425507         0.14403433322577316       -0.3568074039999665        
Redshift      All|All|All               All                  All      5.044294934753027         0.5679645486447171         -1.1768990251766345       -1.5106076718428367        
