#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     AB|MEGACAMPSF|i           3969.899507336611    All      0.7668218559397506        0.7321006151391529         -2.049053835588682         -0.10274971214210005       
Zeropoint     AB|MEGACAMPSF|z           4577.693617459593    All      1.6942529139778084        0.36272939030972395        1.772613670696238          -0.3546174106784039        
Zeropoint     AB|MEGACAMPSF|r           3247.269424301012    All      -1.4931144122930426       -0.09903564600080017       0.18425876910702077        0.46231994060583204        
Check         All|All|All               All                  All      0.9679603576245166        0.9957943594480767         -0.09218139578542317       0.004952817785328079       
Lambda        AB|MEGACAMPSF|i           3969.899507336611    All      0.0011605220162710693     0.0007773532062699554      -0.0010863208792430653     -0.00017328819884606314    
Lambda        AB|MEGACAMPSF|z           4577.693617459593    All      0.00024433807020205725    5.076421749107879e-05      -0.00014602397158409202    -6.956975140651437e-05     
Lambda        AB|MEGACAMPSF|r           3247.269424301012    All      -0.0035433911774730284    -0.00030467048220567995    0.0020422109071872273      0.0011460923744469052      
MWEBV         All|All|All               All                  All      -0.4707905961537173       -1.6396541610859572        0.2078661476216992         -0.371461206093833         
Redshift      All|All|All               All                  All      4.245786004349444         0.23442395646107173        -7.7704496644338485        -1.6533920690279513        
