#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                      
Zeropoint     AB|MEGACAMPSF|z           4850.366292344787     All      0.8402987523379384         0.2001619098253471        -0.9394642830091282       -0.25043760563024164       
Zeropoint     AB|MEGACAMPSF|r           3443.6221282150304    All      -1.5533069203941614        1.1234749131006083e-05    -0.23387948521924606      0.49552985852386183        
Zeropoint     AB|MEGACAMPSF|i           4204.83189005215      All      1.7144175151472627         0.7988136372523158        1.1826674557409156        -0.245465288748678         
Check         All|All|All               All                   All      1.0014093470910395         0.9989867818267939        0.009323687512541312      -0.0003730358550578239     
Lambda        AB|MEGACAMPSF|z           4850.366292344787     All      -0.000128548504527439      -4.121121555248108e-05    -0.0018132796527310564    -5.2469714478565736e-05    
Lambda        AB|MEGACAMPSF|r           3443.6221282150304    All      -0.002260203173926077      3.7146892045533225e-05    5.314184022474411e-05     0.0007506939733167426      
Lambda        AB|MEGACAMPSF|i           4204.83189005215      All      -0.00025899862778699185    -8.247366754764514e-06    -0.0030878678978433272    -5.611942702681058e-05     
MWEBV         All|All|All               All                   All      -0.40415999357762167       -1.7736891480495842       -0.12349949920995584      -0.45161191721945493       
Redshift      All|All|All               All                   All      2.2303094874922174         -0.19055012723239173      7.65145228697528          -0.4471044467130279        
