Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53799.6630643724 1.4810096499621226
Redshift 0.82 0 F
Color 0.03600039025715132 0.06351622868083676
X0 3.866418113979485e-06 1.721565792832846e-07
X1 2.291082885662982 1.0156236075131393
RestFrameMag_0_UX 23.7429519493126 0.0
RestFrameMag_0_B 24.17479519970479 0.048343615590708246
RestFrameMag_0_V 24.09424965050658 0.0
RestFrameMag_0_R 24.124105913264135 0.0
CovDayMaxDayMax 2.193389583280929 -1
CovDayMaxRestFrameMag_0_B 0.009521489011713704 -1
CovDayMaxX1 0.9799586021867516 -1
CovDayMaxColor 0.030341471737225432 -1
CovRestFrameMag_0_BDayMax 0.009521489011713883 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0023371051683821692 -1
CovRestFrameMag_0_BX1 0.016521111883434875 -1
CovRestFrameMag_0_BColor -0.000807762277136637 -1
CovX1DayMax 0.9799586021867566 -1
CovX1RestFrameMag_0_B 0.016521111883434816 -1
CovX1X1 1.0314913121380034 -1
CovX1Color 0.02678342882257836 -1
CovColorDayMax 0.030341471737225754 -1
CovColorRestFrameMag_0_B -0.000807762277136637 -1
CovColorX1 0.02678342882257848 -1
CovColorColor 0.00403431130583635 -1

dmu_estimate 0.21604838951721198
FirstPhase  -14.952233171649056
LastPhase  43.20161298219918
LatestNegPhase  -0.17750789692409844
EarliestPosPhase  0.8939206745068717
NightsNegPhase  5
NightsPosPhase  8

salt3source   1
salt2_version   salt3-f22
