#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          4717.749451693244     All      -0.1023747950659677        0.512854678715513          0.3277958535876091         0.21502850349282843       
Zeropoint     AB|DECam|DECam_z          6716.447300048121     All      0.8795584087509991         0.030129369089060276       0.4749793576085293         -0.2554908363744529       
Zeropoint     AB|DECam|DECam_g          3549.6506780755235    All      -0.522820088585559         0.3337906670262569         0.1293180207952771         0.28479717409145566       
Zeropoint     AB|DECam|DECam_i          5731.476325583173     All      0.738580715799892          0.12200283318257732        -0.9332206122238951        -0.24248505097458906      
Check         All|All|All               All                   All      0.9929442408993645         0.9987775480134076         -0.0011273802324796023     0.0018497902352421214     
Lambda        AB|DECam|DECam_r          4717.749451693244     All      -5.7338532832746145e-05    4.446237097323995e-05      -0.00034934198916469685    1.757037501316698e-05     
Lambda        AB|DECam|DECam_z          6716.447300048121     All      -0.0005677844242249863     -4.033373534991048e-05     -0.0005321421716937167     0.00014806098089675462    
Lambda        AB|DECam|DECam_g          3549.6506780755235    All      -0.0013404930265097684     0.0006254555706318402      -0.0011045400508968932     0.0005910835863741806     
Lambda        AB|DECam|DECam_i          5731.476325583173     All      -0.0002207887093449619     -2.1270007270362275e-05    0.00028376920747374257     7.765312166074995e-05     
MWEBV         All|All|All               All                   All      -0.4386273000080667        -2.6661019872612712        0.02950120592285499        -0.724245284052695        
Redshift      All|All|All               All                   All      4.85389161597373           -0.8034355061624865        0.5030252059521678         -1.8203298595833126       
