#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                      
Zeropoint     AB|DECam|DECam_r          4717.749451693244     All      0.05825693115334296        0.5046841071035146         0.48548757007708204       0.16708109871359345        
Zeropoint     AB|DECam|DECam_z          6716.447300048121     All      0.8101985271296748         0.06051746334740926        0.5613106112440234        -0.2191470716748646        
Zeropoint     AB|DECam|DECam_g          3549.6506780755235    All      -0.6271959942658556        0.3170542081434746         -0.14440943131252681      0.30112902616270815        
Zeropoint     AB|DECam|DECam_i          5731.476325583173     All      0.7528602484651619         0.11678102406094126        -0.9001173662159351       -0.24736003373804685       
Check         All|All|All               All                   All      0.9941197124823242         0.9990368026553398         0.0022713837926434666     0.0017030194633901319      
Lambda        AB|DECam|DECam_r          4717.749451693244     All      -5.873313378151247e-05     -9.558473962286572e-06     -0.0004107750681716366    -2.3132001694750235e-06    
Lambda        AB|DECam|DECam_z          6716.447300048121     All      -0.0005165563140765799     -5.841341455693429e-05     -0.0006124565352141706    0.00012190109257176034     
Lambda        AB|DECam|DECam_g          3549.6506780755235    All      -0.0012671200609968517     0.0005434096870356972      -0.0009241664914756533    0.000548507797622275       
Lambda        AB|DECam|DECam_i          5731.476325583173     All      -0.00026853644050531993    -6.0687011354585014e-05    -1.624494660780864e-05    6.697845976073783e-05      
MWEBV         All|All|All               All                   All      -0.46679761905390826       -2.654259493447242         0.04288436632966436       -0.710614565539469         
Redshift      All|All|All               All                   All      5.555338356495593          -0.04062660487065273       3.1291218406596446        -1.6831515534839983        
