#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                    ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6094.134340709081     All      0.459261550311594          -0.053263351399035486     -0.1549785756512348        -0.1738622040960419        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7478.588810053481     All      0.15830616131921776        -0.021923901091991382     0.059223825176879          -0.05606397340781001       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6142.626743075868     All      0.407835069726942          -0.013753149679285315     0.07724393834421515        -0.1338781107013257        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5277.214070607064     All      0.14691745261313457        0.11041905458446521       0.03275045982534355        -0.01042722639498283       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7451.012379572506     All      0.15454173895632134        -0.029655140267959013     -0.0003086995672372575     -0.06001275930455761       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4309.644775324269     All      -0.3091193670142232        0.17511455166134837       -0.1530473947584183        0.15090111582855645        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5264.577872977453     All      0.17317329677755566        0.09841160736696608       -0.10095493235253222       -0.028857496789213843      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6238.2802201848335    All      0.2737356037844589         -0.013578840089323307     -0.0015791266104114826     -0.0936582359020875        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3521.945721978894     All      -0.13900514871608782       0.057062097749760454      -0.046174509436458414      0.061804996310440875       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4296.32881091828      All      -0.22500186889148666       0.19622314814986552       0.1982261982827095         0.14605277075116724        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4707.883197387386     All      -0.24206219050953875       0.2221846263641858        -0.1415870262012708        0.1449020828287135         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5318.753511418074     All      0.23391677991161738        0.13734830465947923       0.22486706641838305        -0.021420745000918465      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7729.370942377318     All      0.11360652947032975        -0.016543679188174565     0.03655408355051158        -0.04076296391273102       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4363.470489851343     All      -0.21071301503218748       0.1483384990025094        -0.030447688152859375      0.11559615008395933        
Check         All|All|All                                All                   All      0.9953925927076475         0.996383827822811         -0.00021238113238086428    0.0003134002931685226      
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6094.134340709081     All      -8.448034715259991e-05     -2.098471767656275e-05    -0.00031372467821978576    6.682523960888112e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7478.588810053481     All      -4.990575466824067e-05     1.580066874373195e-06     -6.725604045150096e-05     1.3769297720116689e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6142.626743075868     All      -8.889423677828142e-05     -5.173387638541848e-06    -0.00011531152811570921    2.2124811005826518e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5277.214070607064     All      3.9309753292549465e-05     1.1819164115930613e-05    -0.00013814656927580197    -1.5119436210880692e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7451.012379572506     All      -2.6172941372901783e-05    -9.375488271056183e-06    -0.00012514524695900152    -1.1317450538684356e-07    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4309.644775324269     All      -0.00018437955437105354    6.978094215264309e-05     -0.0002714425440290184     7.06752013002349e-05       
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5264.577872977453     All      4.403295484227778e-05      3.844635708304503e-06     -0.0005913165012668358     -3.947839733144293e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6238.2802201848335    All      -6.272050937842483e-05     5.416707256484908e-07     -4.14566142890354e-05      1.8756555031425237e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3521.945721978894     All      -0.000302394859650173      0.00011408439245543297    -9.473893633599095e-05     0.0001314332305627281      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4296.32881091828      All      -7.573578263948258e-05     3.5927875121189825e-05    -7.661956539744134e-05     3.295334765512148e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4707.883197387386     All      -9.648331851068616e-05     1.5447154965810268e-05    -0.00036157048985764617    2.0324207285341663e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5318.753511418074     All      3.5938732977114104e-05     3.185322753719636e-07     -0.00024398928392712453    -2.2490792377771405e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7729.370942377318     All      -1.9666259352059574e-05    3.6944094608743952e-06    1.0326156916106508e-06     7.655419271232779e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4363.470489851343     All      -9.123862001068979e-05     2.5892367079328528e-05    -0.00017759851877461103    3.0228009777816485e-05     
MWEBV         All|All|All                                All                   All      -0.9306943374013432        -3.9676054191356336       -0.009465781614608178      -0.9896442650864794        
Redshift      All|All|All                                All                   All      5.752210205020877          0.11365126960170002       4.828329545291544          -1.6211979764541484        
