#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_V-LC-9844
@MAGSYS  Linear_AB11_off
54527.29  16.769  0.009
54541.24  16.468  0.007
54542.25  16.505  0.008
54543.25  16.541  0.009
54545.25  16.639  0.009
54547.25  16.748  0.011
54551.28  16.987  0.009
54552.3  17.074  0.009
54558.2  17.433  0.012
54562.24  17.702  0.012
54564.22  17.81  0.012
54570.16  18.201  0.013
54571.22  18.293  0.021
54572.21  18.249  0.023
54576.17  18.455  0.027
54582.2  18.608  0.016
54592.19  18.835  0.018
54606.1  19.163  0.033
