#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_r
@MAGSYS  Linear_AB11_off
54527.29  16.765  0.009
54541.24  16.451  0.011
54542.25  16.501  0.009
54543.25  16.539  0.009
54545.25  16.674  0.009
54547.25  16.853  0.013
54551.28  16.936  0.011
54552.3  16.998  0.008
54558.2  17.095  0.011
54562.24  17.25  0.01
54564.22  17.341  0.009
54570.16  17.719  0.01
54571.22  17.779  0.01
54572.21  17.828  0.02
54576.17  18.017  0.017
54582.2  18.24  0.013
54592.19  18.536  0.015
54606.1  18.931  0.022
