#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_i
@MAGSYS  Linear_AB11_off
54527.29  17.119  0.011
54541.24  17.177  0.013
54542.25  17.212  0.009
54543.25  17.266  0.011
54545.25  17.416  0.013
54547.25  17.523  0.018
54551.28  17.577  0.019
54552.3  17.553  0.01
54558.2  17.443  0.012
54562.24  17.435  0.009
54564.22  17.451  0.012
54570.16  17.816  0.011
54571.22  17.884  0.013
54572.21  17.95  0.019
54576.17  18.215  0.023
54582.2  18.47  0.017
54592.19  18.838  0.025
54606.1  19.325  0.034
