#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5303.5101357350195    All      0.06707110733744472        0.18986489829693198        -0.8366596387055836        0.002661700474534956       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6269.365224651507     All      0.4646352570176318         -0.07265301934520352       -0.6678817005906446        -0.20481696069829108       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R             6270.579686080339     All      0.4806160550174523         -0.01852844543304144       0.4118579927380628         -0.14420845454246878       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7767.885969241766     All      0.17980805987859372        -0.04780185658095348       0.03254212797092482        -0.07268783222395131       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5345.256565276508     All      0.10540104142386969        0.04360465770831823        -0.25352054699563364       -0.03144257285145058       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4317.737179180669     All      -0.24930650767643442       0.09383871307129255        -0.2480421055009785        0.10070470758765243        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V             5300.427696638147     All      0.23433272755875248        0.22152259753918102        0.7899091299445438         0.03107733575987981        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7515.854203456735     All      0.09459663627146365        -0.008147554210147234      0.18775779296551498        -0.025088395063627145      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I             8098.182778436428     All      0.14232283863617776        -0.03327894981044466       0.1208660935140271         -0.05180558098866472       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4385.213421377302     All      -0.5190029885171954        0.3604825290000946         -0.22631025296846463       0.2763781800848894         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6173.235111569447     All      0.35631888744431084        -0.04931806991965715       0.1826209863670547         -0.12397976619924478       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B             4352.556085893365     All      -0.36149687225567306       0.3168720130207525         0.5011141817626186         0.24332948800583204        
Check         All|All|All                                All                   All      0.9952962421363939         0.9964575133371234         -0.005745939498558172      0.00012184934509024137     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5303.5101357350195    All      -6.57724544393004e-05      -1.3843855457394007e-05    -0.0011765623763822146     -3.5589722013829645e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6269.365224651507     All      -0.00017252356474012007    -4.8736923941916714e-06    -0.00027750156711825555    4.222545851815224e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R             6270.579686080339     All      -0.00018415818895409653    4.279094179187502e-06      -0.00021778135666796744    5.166164080448615e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7767.885969241766     All      -1.2385474875650556e-05    8.303404935838087e-06      7.341100087623151e-05      1.0015044603105004e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5345.256565276508     All      -8.742941513022987e-06     1.5257800869113736e-05     -0.0003747973158639774     -8.907651430367488e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4317.737179180669     All      -0.00013699936108723691    4.593912177035759e-05      -0.00019955057583124887    5.068405666733336e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V             5300.427696638147     All      5.293855430359083e-05      4.5539801341469986e-05     0.0001198561535087506      2.938612400188271e-06      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7515.854203456735     All      -3.254850856676229e-05     3.847039865412367e-06      -7.013978496947153e-05     8.725211039529987e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I             8098.182778436428     All      -6.753155181986406e-06     1.9494971837303844e-06     -1.2269734257570795e-05    2.287198297208336e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4385.213421377302     All      -0.0001773003228165375     3.888310474034525e-06      -0.0005322533690110906     3.526707548405623e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6173.235111569447     All      -0.00011615137269233199    1.867969997065417e-05      -0.0001408546044502735     3.763322210205169e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B             4352.556085893365     All      -7.797387407704851e-05     7.76704180277399e-06       -0.00020268885259580285    1.8883564519282576e-05     
MWEBV         All|All|All                                All                   All      -0.843768280328824         -4.033957499342478         0.0666458389173119         -1.0361754850429907        
Redshift      All|All|All                                All                   All      5.435477485676536          0.3186421352658897         5.856520177805535          -1.4053720150004194        
