#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_z          6509.290323334697     All      0.9792657137560227         0.07281556559419755        0.441196550968459         -0.2755720588531421       
Zeropoint     AB|DECam|DECam_r          4572.238786657997     All      0.09180926205204343        0.53454502094894           1.041042702305095         0.19067055671423278       
Zeropoint     AB|DECam|DECam_g          3440.1679605004724    All      -0.7739365826960781        0.253384849120053          -0.6110196263499068       0.3073653886013661        
Zeropoint     AB|DECam|DECam_i          5554.699042196482     All      0.7020198769992185         0.13734040520230195        -0.8612989760420797       -0.2223704988647171       
Check         All|All|All               All                   All      0.9991582701112065         0.9980858408654925         0.009920650881567461      9.33875977396359e-05      
Lambda        AB|DECam|DECam_z          6509.290323334697     All      -0.0004116462924973462     -5.3850043144403206e-05    -0.0008795789478973482    7.72944408765493e-05      
Lambda        AB|DECam|DECam_r          4572.238786657997     All      -0.00024881062519373004    -0.0002719592216502144     -0.002681072608944218     -0.0001271842162481571    
Lambda        AB|DECam|DECam_g          3440.1679605004724    All      -0.001363547140740746      0.0003564461402761213      -0.0018847961059994024    0.000476148604070016      
Lambda        AB|DECam|DECam_i          5554.699042196482     All      9.210981131608075e-05      6.662524227528572e-06      -0.0004066296046858175    -4.597900421189224e-05    
MWEBV         All|All|All               All                   All      -0.47797640060507485       -2.544382666630085         -0.08443462235820931      -0.6768644329928616       
Redshift      All|All|All               All                   All      5.798117153298991          0.545506046867672          5.692020479512938         -1.4569395116410575       
