#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_B 4454.230891064923 All -0.3586251051671412 0.17862512351365556 -0.5336492092885574 0.151185761240477
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_R 6368.0367561769 All 1.3008701688925408 0.2973331087217197 3.777552158072887 -0.15831023274098877
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_I 8225.642540005161 All 0.5615662259733303 -0.7537491264419254 0.44097626783885646 -0.4087627373685122
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_I 7890.142238869495 All 0.41262473158740814 0.11059562526648659 1.391956463207077 -0.03626419246304624
Zeropoint Linear_AB11_off|LOSS|LOSS_K4_V 5386.9803833281485 All -0.49250415374753775 0.6686164788184188 -0.24149243049719304 0.3674384917224238
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_R 6365.693469701529 All 0.8466225466213362 -0.9906540258317351 -0.964028927772643 -0.6414816076735907
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_B 4327.311890232174 All -0.0793200172809984 0.08356170106929905 -0.02799590908786742 0.051806605474025935
Zeropoint Linear_AB11_off|LOSS|LOSS_N2_V 5341.248334824717 All -0.3417911566595141 0.45220513214735103 0.18515672953496543 0.2668934074114513
Check All|All|All All All 1.849443240219424 0.04653401726327022 4.028475142007524 -0.4074945043977599
