#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K4_B
@MAGSYS  Linear_AB11_off
56987.57  16.558  0.086
56999.58  17.049  0.155
57036.59  17.27  0.112
57040.6  17.568  0.218
57044.55  17.46  0.122
57048.53  17.604  0.099
57052.5  17.499  0.08
57056.48  17.753  0.251
57063.56  17.777  0.137
57067.49  17.684  0.105
57071.46  17.926  0.101
57079.46  17.89  0.106
57083.41  17.772  0.251
57091.47  18.407  0.354
57095.46  18.168  0.173
57099.39  18.181  0.144
57107.42  18.208  0.189
57111.37  18.328  0.18
57134.33  18.759  0.24
57138.36  18.433  0.343
57147.32  18.653  0.758
57151.23  18.604  0.259
57163.2  18.747  0.263
57167.19  18.865  0.362
57173.19  18.96  0.482
57181.21  18.943  0.353
57185.2  18.795  0.67
57189.21  18.978  0.684
57193.21  19.049  0.479
57204.2  18.777  0.55
