#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4894.046735059177    All      -2.2716382246039286       1.563762201861607         -0.6233966676791214       1.2214967697047219        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5860.625804241007    All      3.2687633946683285        -0.5604842260773069       0.6246207833158879        -1.2194379718017456       
Check         All|All|All                            All                  All      0.9971251700644002        1.0032779757843002        0.0012241156367664985     0.0020587979029762504     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4894.046735059177    All      -0.0006613877570904411    5.5291770891297794e-05    -0.0029025054009335473    0.00010392061500125176    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5860.625804241007    All      -0.000255168757769718     6.455952023527465e-05     0.00020133092840239977    0.00011313049354922523    
MWEBV         All|All|All                            All                  All      -0.3896833048062347       -2.744830984435964        -0.024326082835124385     -0.7682346426638897       
Redshift      All|All|All                            All                  All      -0.3767909780974823       1.7289525207766943        6.554578679628464         0.9784106768675166        
