#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|SDSS|SDSS_z 6550.485794389212 All 0.061085660844197115 0.013215875929315501 -0.02762575335484685 -0.0168255743076533
Zeropoint AB|SDSS|SDSS_r 4543.366346139738 All 1.752090199205818 0.6153129921193443 6.611623300281537 -0.07523935340322577
Zeropoint AB|SDSS|SDSS_i 5509.625794257387 All 0.44016796451372175 0.13511459021648342 -1.8584006028427922 -0.18229780354615666
Zeropoint AB|SDSS|SDSS_g 3476.9745712116114 All -0.9357565390212337 0.16152662967566833 -1.8969428633237866 0.2727693799418708
Check All|All|All All All 1.317587285542503 0.9251700879408116 2.8286540807601117 -0.0015933513151649148
