#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4153.697405327748    All      1.0865242257519099        0.6864781487355032         -0.05949088101833144      -0.1329629731973675       
Zeropoint     AB|MEGACAMPSF|z           4785.844432546055    All      1.3735753188941606        0.33311079642892594        0.24240687083874057       -0.3280960199219307       
Zeropoint     AB|MEGACAMPSF|r           3397.06909355437     All      -1.4650714156562645       -0.021124172875452984      -0.1820213853239716       0.46221834299395026       
Check         All|All|All               All                  All      0.9950281289898062        0.9984647722889761         0.0008946044964375233     0.0011593498746520492     
Lambda        AB|MEGACAMPSF|i           4153.697405327748    All      -2.136461137734302e-05    6.883852974397619e-06      -0.0007010497695648088    -2.208317722431211e-05    
Lambda        AB|MEGACAMPSF|z           4785.844432546055    All      -0.0003838125968526813    -9.306456866739547e-05     -0.0002699677762522548    8.265877616896641e-05     
Lambda        AB|MEGACAMPSF|r           3397.06909355437     All      -0.0016249435214403484    -6.0743091336765216e-05    -0.0018180619683401994    0.000428379785159927      
MWEBV         All|All|All               All                  All      -0.4204769607546788       -1.7288822575933338        0.02364612551388756       -0.4251354324570855       
Redshift      All|All|All               All                  All      0.6320566499339124        -0.1761875310629435        0.6272443100233227        -0.2352806874669905       
