#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4153.697405327748    All      1.435435363961524         0.7307299349353258        0.052170665284278855      -0.227217605173372        
Zeropoint     AB|MEGACAMPSF|z           4785.844432546055    All      1.1372151510655732        0.291645395369855         0.06728864451834969       -0.2724271046894803       
Zeropoint     AB|MEGACAMPSF|r           3397.06909355437     All      -1.575003559481741        -0.023701234567852225     -0.11818301467516817      0.5000362384050133        
Check         All|All|All               All                  All      0.9976469555453562        0.9986740957373286        0.0012762951274603723     0.00039152854216106814    
Lambda        AB|MEGACAMPSF|i           4153.697405327748    All      0.00032747380864748713    0.00016848899234042465    -0.0006685486242709912    -8.162083968475189e-05    
Lambda        AB|MEGACAMPSF|z           4785.844432546055    All      -0.0002563615967147735    -6.853001264496816e-05    -0.0004107064424504114    4.285498418700292e-05     
Lambda        AB|MEGACAMPSF|r           3397.06909355437     All      -0.002424986982974803     -5.911223067903492e-05    -0.0014445533389923573    0.0007061794608644351     
MWEBV         All|All|All               All                  All      -0.4245960091861085       -1.7306186442672455       0.016006016952386053      -0.4247002640907688       
Redshift      All|All|All               All                  All      0.19890013154148822       -0.7611599519172785       0.5725566204093113        -0.2871725819096714       
