#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                    ds/dP                     dc/dP                     
Zeropoint     VEGAHST|ACSWF|F850LP      6156.133372839655    All      3.7180430720391775         -1.4006710100762376       0.1848717922972365        -1.6590835982314964       
Zeropoint     VEGAHST|ACSWF|F775W       5241.193212419865    All      -2.71604214228161          2.4027065714619766        -0.1846693618272499       1.6591039124342843        
Check         All|All|All               All                  All      1.0020009297575683         1.002035561385739         0.00020243046998658087    2.0314202787918845e-05    
Lambda        VEGAHST|ACSWF|F850LP      6156.133372839655    All      -0.00014782429611767255    -7.189380069653792e-05    -0.0012244748177059738    -2.990962690703055e-05    
Lambda        VEGAHST|ACSWF|F775W       5241.193212419865    All      -0.004184452664047687      0.0026187521424691383     -0.0005132451977558431    0.0021931238483466693     
MWEBV         All|All|All               All                  All      -0.3621477610781838        -2.376824324993976        -0.005594155819199642     -0.6564960792387695       
Redshift      All|All|All               All                  All      11.414914034608234         -4.6034374428280955       -3.0998925604065475       -5.356038031990889        
