#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                    ds/dP                      dc/dP                    
Zeropoint     VEGAHST|ACSWF|F850LP      6156.133372839655    All      3.7701607281110427        -1.3970043552646416       0.20449099902537826        -1.6739901682440417      
Zeropoint     VEGAHST|ACSWF|F775W       5241.193212419865    All      -2.7699960031767166       2.399493521759055         -0.2033463712703889        1.674798394811638        
Check         All|All|All               All                  All      1.0001647249343262        1.0024891664944136        0.001144627754989358       0.0008082265675963818    
Lambda        VEGAHST|ACSWF|F850LP      6156.133372839655    All      -0.0003967113875179873    -3.393212102488734e-05    -0.0017737858496652628     3.901322641334169e-05    
Lambda        VEGAHST|ACSWF|F775W       5241.193212419865    All      -0.0036234026066117044    0.0022997669351111014     -0.00029601416081955726    0.001916161433775416     
MWEBV         All|All|All               All                  All      -0.36288717213505084      -2.376865485635804        -0.006287490949757611      -0.6562995764693388      
Redshift      All|All|All               All                  All      9.491704352996688         -3.686934737556413        -2.7419424413519957        -4.4150766140124835      
