#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|LCOGT|LCOGT_i 7116.08072818225 All 0.3728852933005968 -0.016522251236860797 0.8113940221796994 -0.09063405977160871
Zeropoint Linear_AB11_off|LCOGT|LCOGT_B 4131.683727644589 All -0.3800830512743654 0.24179012222390206 0.21144420878323755 0.21200033553797104
Zeropoint Linear_AB11_off|LCOGT|LCOGT_V 5177.762115907945 All 0.43711303089014986 0.20155101395326191 -0.7316641821532779 -0.10938111071396972
Zeropoint Linear_AB11_off|LCOGT|LCOGT_r 5864.20998627216 All 0.879912159990904 0.03830705707969617 -0.20449157566707088 -0.283263989829836
Zeropoint Linear_AB11_off|LCOGT|LCOGT_g 4448.583544297026 All -0.45290176372268043 0.25291220704651174 -0.3738477057707965 0.21322372478130067
Check All|All|All All All 0.8569256691846048 0.7180381490665111 -0.28716523262820837 -0.05805509999614275
