#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LCOGT
@BAND  LCOGT_i
@MAGSYS  Linear_AB11_off
56574.00058  20.273  0.323
56573.58812  18.26  0.065
56573.58691  18.359  0.078
56573.69076  18.295  0.078
56573.62557  17.993  0.072
56573.62436  18.114  0.074
56573.73756  18.518  0.1
56573.71092  18.328  0.083
56573.69197  18.342  0.088
56574.06138  18.275  0.056
56574.04161  18.171  0.065
56573.80324  18.278  0.057
56573.8749  20.817  0.507
56574.06015  18.248  0.065
56573.91283  20.923  0.344
56574.26573  17.842  0.064
56574.26452  18.198  0.098
56574.17139  19.336  0.279
56574.17017  20.245  0.477
56574.284  20.702  0.541
56573.98223  18.194  0.048
56573.95134  20.724  0.419
56573.95013  18.645  0.143
56573.98343  20.671  0.436
56574.51107  17.957  0.047
56574.50986  18.108  0.052
56574.39385  18.364  0.065
56574.39263  18.55  0.082
56574.48811  18.392  0.076
56574.48689  18.351  0.073
56578.11984  18.454  0.058
56578.11863  18.476  0.054
56578.86591  18.378  0.084
56578.86712  18.435  0.081
56579.51784  18.574  0.096
56579.51905  18.592  0.101
56580.54675  19.886  0.453
56583.9023  17.995  0.145
56583.88233  18.816  0.363
56583.90351  18.209  0.204
56585.08591  20.232  0.399
56587.82  18.677  0.119
56594.89702  19.456  0.4
56594.89859  20.04  0.461
56599.17445  21.017  0.53
56599.48785  19.25  0.124
56600.12984  20.546  0.42
56601.87118  20.953  0.479
56603.86439  19.257  0.086
56603.86249  19.123  0.076
56612.55881  19.258  0.231
56613.11357  18.828  0.095
