Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53598.78863000219 0.06205096118549666
Redshift 0.015323934533403106 0 F
Color 0.05920725923985856 0.013219901924866145
X0 0.011821386099425136 0.00016381589313348667
X1 -0.4673828310258519 0.053642178782520734
RestFrameMag_0_UX 15.166769405824972 0.0
RestFrameMag_0_B 15.461770485014538 0.015045684541042471
RestFrameMag_0_V 15.38242612135896 0.0
RestFrameMag_0_R 15.352175769940626 0.0
CovDayMaxDayMax 0.003850321784044013 -1
CovDayMaxRestFrameMag_0_B 0.00011649857502436197 -1
CovDayMaxX1 -0.0005724336323636059 -1
CovDayMaxColor 4.678041223640851e-05 -1
CovRestFrameMag_0_BDayMax 0.00011649857502435925 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.00022637262330856442 -1
CovRestFrameMag_0_BX1 0.00021052203715316462 -1
CovRestFrameMag_0_BColor 0.00016542656278978468 -1
CovX1DayMax -0.0005724336323636065 -1
CovX1RestFrameMag_0_B 0.00021052203715316446 -1
CovX1X1 0.0028774833445359177 -1
CovX1Color 6.243258858214796e-05 -1
CovColorDayMax 4.678041223640733e-05 -1
CovColorRestFrameMag_0_B 0.00016542656278978465 -1
CovColorX1 6.243258858214805e-05 -1
CovColorColor 0.00017476580690307958 -1

dmu_estimate 0.030281632377897855
FirstPhase  -10.33032872115833
LastPhase  44.64719923956295
LatestNegPhase  -2.5003153337062254
EarliestPosPhase  0.4741048461791761
NightsNegPhase  9
NightsPosPhase  24

salt3source   1
salt2_version   salt3-f22
