#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u              3569.200836801092     All      -0.21332292851263723       0.09629448498698068        -0.01648006867629448       0.10011714791236664        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6225.044405063815     All      0.51344651681621           -0.023031392100580916      0.0599010556441959         -0.17207539553535378       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B              4367.4687098130735    All      -0.3813212958534041        0.22269729350021805        -0.3084348909452084        0.18298469358114938        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4353.974080692565     All      -0.2779668485620236        0.17490328728824167        -0.12796444439961974       0.14180423679723692        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i              7550.985085949274     All      0.17525578801961134        -0.019979233952849285      0.05517832235613085        -0.061132114595983944      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5390.116992781383     All      0.3238902866119414         0.1159107138824389         0.07527043186559279        -0.06438681549313235       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r              6175.901364037963     All      0.5946112838227677         -0.022417596832280395      0.09674289956154158        -0.19666941479319772       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g              4771.050428975792     All      -0.22538077548024815       0.3383288586762845         0.14667676305379906        0.19016428361397497        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5335.214461816809     All      0.32657964772507697        0.136013914315658          -0.0030102129858988746     -0.06220786077800883       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7578.931518551701     All      0.15906921380928962        -0.021930104015766005      0.019302248795272092       -0.058096061804593924      
Check         All|All|All                                All                   All      0.994860888396584          0.9967902257483452         -0.002817895730489184      0.000502698904457366       
Lambda        Linear_AB11_off|SWOPE|SWOPE_u              3569.200836801092     All      -0.00010565266055418627    1.852475862374521e-05      -0.00015717896906566317    3.343449524949044e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6225.044405063815     All      -0.00013605487093155       8.663316337505073e-06      -4.028811781406944e-06     4.695968731433301e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_B              4367.4687098130735    All      -0.00022577080858559245    -3.3535388636087387e-06    -0.000865506397984974      3.3825046644313434e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4353.974080692565     All      -0.00013674597648254984    5.719840235481029e-05      -0.0002075108473455704     5.391380871368632e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_i              7550.985085949274     All      -3.221624101714988e-05     3.2805367291705284e-06     -1.5140189355863077e-05    1.0886831206699404e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5390.116992781383     All      7.69750919232972e-05       -5.037687323777852e-06     -0.00019758039605914567    -3.553136596325017e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_r              6175.901364037963     All      -7.750418317356053e-05     6.046557840595985e-07      -5.5140027207211314e-05    2.298197238769778e-05      
Lambda        Linear_AB11_off|SWOPE|SWOPE_g              4771.050428975792     All      -3.7781039197600294e-05    -0.0001359052142873881     -0.0008671876590745072     -7.066087439185514e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844      5335.214461816809     All      8.02011209076434e-05       -1.7593557311108682e-05    -0.0004944609058014091     -5.3920463294314376e-05    
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7578.931518551701     All      -4.405878733308922e-05     4.803739673701602e-06      -1.800295818556625e-05     1.5112743236276303e-05     
MWEBV         All|All|All                                All                   All      -1.0375507094516387        -3.9957766424493           0.033495691014939766       -0.962096750269907         
Redshift      All|All|All                                All                   All      5.123368278730426          1.4347760690291977         6.303476059220436          -0.9202006480742764        
