Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 53076.21586698969 0.958467019812475
Redshift 0.369 0 F
Color 0.013122026123809395 0.030605143893809028
X0 1.822496523032402e-05 8.187258539231777e-07
X1 -0.8935871256246699 0.23779416012077187
RestFrameMag_0_UX 22.160588278353785 0.0
RestFrameMag_0_B 22.49202679428666 0.04877486953428363
RestFrameMag_0_V 22.463307078493315 0.0
RestFrameMag_0_R 22.45115619062474 0.0
CovDayMaxDayMax 0.9186590280682072 -1
CovDayMaxRestFrameMag_0_B 0.039612867969313216 -1
CovDayMaxX1 -0.14176373762467784 -1
CovDayMaxColor 0.01844720402050956 -1
CovRestFrameMag_0_BDayMax 0.0396128679693132 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0023789878980863895 -1
CovRestFrameMag_0_BX1 -0.003537309490761267 -1
CovRestFrameMag_0_BColor 0.0012328989309988649 -1
CovX1DayMax -0.1417637376246778 -1
CovX1RestFrameMag_0_B -0.003537309490761269 -1
CovX1X1 0.056546062587543286 -1
CovX1Color -0.0020822975909939334 -1
CovColorDayMax 0.01844720402050955 -1
CovColorRestFrameMag_0_B 0.0012328989309988647 -1
CovColorX1 -0.002082297590993932 -1
CovColorColor 0.000936674832760756 -1

dmu_estimate 0.07403196896523485
FirstPhase  3.092865602854742
LastPhase  43.910981015568154
LatestNegPhase  1000
EarliestPosPhase  3.092865602854742
NightsNegPhase  0
NightsPosPhase  12

salt3source   1
salt2_version   salt3-f22
