#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1 4299.8307377404235 All -0.06864606402969275 0.06865443864717236 0.14788065616656887 0.051322525267649854
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1 5323.088814045439 All -1.6763604869404907 1.7906574875392085 -0.32041390219080323 1.1150232149444819
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1 7484.684589007631 All 0.9049558793308333 -0.19519537223875183 2.3916425048110614 -0.2516274359643224
Zeropoint Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1 6147.6335827049315 All 2.493214634123131 -0.5189787809412536 2.733864305429085 -0.8591706857396091
Check All|All|All All All 1.6531639624837808 1.1451377730063754 4.952973564215912 0.055547618508200225
