#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  SWOPE
@BAND  SWOPE_V-LC-3014
@MAGSYS  Linear_AB11_off
53295.03  15.987  0.006
53298.18  15.521  0.006
53299.02  15.444  0.007
53300.05  15.363  0.007
53301.04  15.303  0.006
53302.05  15.248  0.006
53303.05  15.222  0.007
53304.07  15.205  0.005
53305.05  15.199  0.007
53307.08  15.222  0.005
53308.06  15.24  0.006
53309.05  15.267  0.007
53310.05  15.291  0.005
53311.06  15.326  0.006
53314.07  15.476  0.005
53315.06  15.532  0.008
53328.04  16.262  0.008
53330.08  16.403  0.009
53331.03  16.464  0.009
53335.04  16.709  0.009
53337.03  16.803  0.009
53338.05  16.874  0.006
53339.04  16.945  0.008
53340.06  16.996  0.009
53342.02  17.08  0.026
53344.04  17.181  0.01
53346.04  17.269  0.01
53348.04  17.335  0.012
53351.04  17.422  0.012
53352.05  17.429  0.017
