#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4365.99495132969     All      1.7949983092347161        0.7318671175065461         0.7684187431408205        -0.3120058058364422       
Zeropoint     AB|MEGACAMPSF|z           5033.849903732753    All      1.068633777055432         0.18126435663834428        -0.3030534394140648       -0.3025692969435878       
Zeropoint     AB|MEGACAMPSF|r           3571.537285277836    All      -1.8630305965153668       0.08578304295738803        -0.4650392319913342       0.6140401513648021        
Check         All|All|All               All                  All      1.000601489774781         0.9989145171022784         0.0003260717354214848     -0.0005349514152279689    
Lambda        AB|MEGACAMPSF|i           4365.99495132969     All      -0.0004891526551819071    -0.00017985844746866311    -0.0018741797371441189    1.7111265056840286e-05    
Lambda        AB|MEGACAMPSF|z           5033.849903732753    All      0.00013043576712907406    2.2679700102912324e-05     1.4509827537715612e-05    -3.445218913794616e-05    
Lambda        AB|MEGACAMPSF|r           3571.537285277836    All      -0.0025358493167763896    5.52114726084677e-05       -0.003168926137246971     0.0007025791233166197     
MWEBV         All|All|All               All                  All      -0.27799886840857035      -1.8550958956776498        -0.006102362066912372     -0.5139847071245103       
Redshift      All|All|All               All                  All      9.304618391671045         1.254924139552216          4.305757176553433         -2.42990407782769         
