#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            6255.751868255601     All      1.0707906730291732         0.06798152846823058        0.329687872360855          -0.31193547428257506      
Zeropoint     AB|SDSS|SDSS_g            3947.834386938791     All      -0.8693367557394321        0.5550826235694473         0.0556048351569075         0.46646164225582276       
Zeropoint     AB|SDSS|SDSS_z            7437.567500308854     All      0.08205830285022524        0.004853298992202326       0.10874520766308116        -0.02029541055641068      
Zeropoint     AB|SDSS|SDSS_r            5158.639364883431     All      0.774876922014435          0.3520734266913905         -0.4953391370101961        -0.1598257189229451       
Zeropoint     AB|SDSS|SDSS_u            3002.2749506057735    All      -0.06568513120768116       0.019739716493560877       0.004990548298286326       0.028048388540100087      
Check         All|All|All               All                   All      0.99270401094672           0.9997305942148316         0.003689326468933887       0.002453427033992015      
Lambda        AB|SDSS|SDSS_i            6255.751868255601     All      -0.00021340966581776558    -2.3019793527442555e-05    -0.00026990703669308347    4.997153363627707e-05     
Lambda        AB|SDSS|SDSS_g            3947.834386938791     All      -0.0008168970973735384     0.00040045688707877306     -0.0009021100429373639     0.0003562752145178803     
Lambda        AB|SDSS|SDSS_z            7437.567500308854     All      -1.3271452204944806e-05    -5.900740218461881e-07     -1.384582418413453e-05     3.5128665374176507e-06    
Lambda        AB|SDSS|SDSS_r            5158.639364883431     All      5.5906440694127474e-05     2.9648246060695438e-05     -0.0016237398534206205     -8.101320995181013e-05    
Lambda        AB|SDSS|SDSS_u            3002.2749506057735    All      -8.129768733930826e-05     2.4854199557123945e-05     1.0726613932318683e-05     3.5055841369758914e-05    
MWEBV         All|All|All               All                   All      -0.703471700710927         -3.200202230239668         0.07876768385721394        -0.80975223349847         
Redshift      All|All|All               All                   All      4.631319281282265          0.03909101361792011        -3.149547794501178         -1.6363896793195463       
