Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 54033.5084115894 0.39480743362216786
Redshift 0.203 0 F
Color 0.028926008586499255 0.027459562098928247
X0 6.0653097262490864e-05 1.8444490788721475e-06
X1 0.4224103152888765 0.36951006632198957
RestFrameMag_0_UX 20.8191163581966 0.0
RestFrameMag_0_B 21.186281881749473 0.03301703017898005
RestFrameMag_0_V 21.129628446132358 0.0
RestFrameMag_0_R 21.131275664745026 0.0
CovDayMaxDayMax 0.15587290964332248 -1
CovDayMaxRestFrameMag_0_B 0.0020026945587607865 -1
CovDayMaxX1 0.0480336916371398 -1
CovDayMaxColor 0.001190518918835337 -1
CovRestFrameMag_0_BDayMax 0.0020026945587607904 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.0010901242818396795 -1
CovRestFrameMag_0_BX1 0.007144411922760838 -1
CovRestFrameMag_0_BColor 0.0004652159791516604 -1
CovX1DayMax 0.048033691637139816 -1
CovX1RestFrameMag_0_B 0.007144411922760844 -1
CovX1X1 0.13653768911328115 -1
CovX1Color 0.0021692520195808283 -1
CovColorDayMax 0.0011905189188353336 -1
CovColorRestFrameMag_0_B 0.0004652159791516605 -1
CovColorX1 0.0021692520195808283 -1
CovColorColor 0.0007540275506648967 -1

dmu_estimate 0.08964287909300277
FirstPhase  -11.12181428877691
LastPhase  28.75329959318537
LatestNegPhase  -1.15884255145204
EarliestPosPhase  0.5588922781411753
NightsNegPhase  5
NightsPosPhase  12

salt3source   1
salt2_version   salt3-f22
