#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|SDSS|SDSS_i            6255.751868255601     All      0.9431064540394434         0.08156127420662074        0.3369896098783465        -0.2655953105144916       
Zeropoint     AB|SDSS|SDSS_g            3947.834386938791     All      -0.7994360166082948        0.5611758645994058         0.18428192314176028       0.4514197083642091        
Zeropoint     AB|SDSS|SDSS_z            7437.567500308854     All      0.06772980701239095        0.0050481157709114655      0.08672646858672306       -0.01654728503097669      
Zeropoint     AB|SDSS|SDSS_r            5158.639364883431     All      0.7989697195129953         0.3459923608305715         -0.6113146636037126       -0.1748297940052549       
Zeropoint     AB|SDSS|SDSS_u            3002.2749506057735    All      -0.016174353033161563      0.004871269134021361       0.004680305425275311      0.007064112055519753      
Check         All|All|All               All                   All      0.9941956109233733         0.9986488845415309         0.0013636434283925691     0.0015114308690056671     
Lambda        AB|SDSS|SDSS_i            6255.751868255601     All      -0.00015069503851957336    -8.835759267762065e-06     0.00023268214653266245    5.659176981328536e-05     
Lambda        AB|SDSS|SDSS_g            3947.834386938791     All      -0.0008083768255254392     0.0004020348282512131      -0.0011053316181759106    0.00034494502348096173    
Lambda        AB|SDSS|SDSS_z            7437.567500308854     All      -1.5151770519184692e-05    -2.1484305344338215e-06    -3.741070857058141e-05    2.5661475278766177e-06    
Lambda        AB|SDSS|SDSS_r            5158.639364883431     All      -7.480996549958578e-06     3.763603888248115e-05      -0.00155766517450492      -5.481533989405027e-05    
Lambda        AB|SDSS|SDSS_u            3002.2749506057735    All      -8.25698980289055e-05      2.6280834097161622e-05     6.0942690795540786e-06    3.5728223775233235e-05    
MWEBV         All|All|All               All                   All      -0.7304926499091602        -3.1927649337466946        0.10998382714680899       -0.797135016129779        
Redshift      All|All|All               All                   All      4.637313449187275          -0.059879637598214686      -3.995670740682511        -1.7083387551332228       
