#Format:      
#Parameter    MagSys|Instrument|Band                     RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6123.523145465335    All      0.6633631969513771         -0.11296790512806965       0.7146271035988749         -0.22098605501185697       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_V             5260.801910414657    All      0.06745887792092331        0.26651306970473243        -0.20560021005773255       0.05566350586511393        
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_B             4225.953881240771    All      -0.3234906890600745        0.18573232642831172        -0.31655186835202187       0.1517444330697587         
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_R             6218.879139817627    All      0.3071178825401012         0.02491845309142704        -0.20143756022819037       -0.10091087140063071       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_R             6216.590739807033    All      0.3421219250268848         -0.043095032300399794      -0.2810151483360057        -0.13801825167730208       
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7455.330364229315    All      0.1962563286404509         -0.06168417253267222       0.21361142007956246        -0.07448721062613128       
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_B             4349.900076425601    All      -0.33331748017768936       0.42060192492625603        0.2769665023244938         0.2579360963916616         
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_I             8032.974488411316    All      0.12321198869630673        -0.04188213874796176       -0.10558604935269056       -0.058488409187487655      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N2_V             5216.141037158351    All      -0.01862816375877986       0.07416896723491107        -0.7961087291249225        -0.005299597686131419      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5302.212163372422    All      0.22796999415145236        0.10063702804830044        0.5208155999954389         -0.018234927981686244      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4282.967208424878    All      -0.38777435144653066       0.21690684914252856        0.12616866302811447        0.20259488841169737        
Zeropoint     Linear_AB11_off|LOSS|LOSS_K4_I             7705.332562960536    All      0.13511579334764987        -0.03743607280908279       0.05976695291706191        -0.05353869498602448       
Check         All|All|All                                All                  All      0.9994053028320717         0.9924132970582811         0.0056566764919829815      -0.0020250948190192464     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_r'_1    6123.523145465335    All      -4.894396886979237e-05     5.091877901835019e-06      -3.7835558038778624e-05    1.5912825837236065e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_V             5260.801910414657    All      -1.5771109543772862e-05    9.188927035045144e-05      -0.0005928849556565406     8.610795103999427e-06      
Lambda        Linear_AB11_off|LOSS|LOSS_N2_B             4225.953881240771    All      -0.0003225474577392685     0.00011070173038935849     -0.0006567553746898514     0.0001118155380443379      
Lambda        Linear_AB11_off|LOSS|LOSS_K4_R             6218.879139817627    All      -1.6453042798809113e-05    -2.5456341117995472e-05    -6.6189571658656685e-06    -3.2280441208175755e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_R             6216.590739807033    All      -4.342150035261689e-05     3.4276140754018103e-06     -1.810952964967681e-05     1.4452152725085662e-05     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_i'_1    7455.330364229315    All      -5.9163640274349506e-05    1.3241718785867373e-05     -0.00010802463046871346    1.8764164392834898e-05     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_B             4349.900076425601    All      -0.0001582321935868226     0.00013366659584763892     8.880673053848064e-05      9.904407541310534e-05      
Lambda        Linear_AB11_off|LOSS|LOSS_N2_I             8032.974488411316    All      1.5625233935953298e-07     -2.112167415328398e-06     -2.799879828158485e-05     -1.9883567163729825e-06    
Lambda        Linear_AB11_off|LOSS|LOSS_N2_V             5216.141037158351    All      -5.7525553803512254e-05    4.261240759200612e-05      -0.0007434054651918597     -5.565431061128392e-07     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_V_1     5302.212163372422    All      7.80512251126198e-05       4.436969171068175e-05      0.0001494061271010048      -4.303874263550617e-06     
Lambda        Linear_AB11_off|CfA34_FLWO|CfA4_KC_B_1     4282.967208424878    All      -0.00029172942380323834    0.00013198468604440832     -6.31945493912378e-05      0.00013519754286027592     
Lambda        Linear_AB11_off|LOSS|LOSS_K4_I             7705.332562960536    All      -3.219153648464303e-05     1.2558898750689576e-05     -8.942794466369836e-06     1.4177613157472293e-05     
MWEBV         All|All|All                                All                  All      -0.8224831021398682        -4.002907312461179         0.009798517231496273       -1.0355315353291843        
Redshift      All|All|All                                All                  All      5.444659572026779          -1.6619664453027205        4.204515921658647          -2.1272336599551354        
