#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_V           5094.597137446053     All      -0.20135967194412943       0.0370231648798125         -2.3443845021092757       -0.026969980444634806     
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_R           6027.075388481275     All      0.14790575437781878        0.0018993602590278158      -0.9133890945590029       -0.08831944627797211      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4547.6109496935305    All      -0.09624579064405714       0.26345304038004613        1.2171021824936346        0.17147942346115025       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7197.354747978856     All      0.49825585959294216        -0.03717234081577203       1.3913608257319132        -0.1123165365744111       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4162.929908802812     All      -0.3043024195782475        0.2720150352661044         0.8441870846834676        0.22539774770227589       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            5886.669421214948     All      0.8442377057961754         0.01846720177454131        -0.3009998923042323       -0.28241286295352247      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3402.0467921518834    All      -0.12341662360672803       0.05403742795317967        0.17450186180374416       0.06558983929218914       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5085.353857961602     All      0.3897963412298884         0.33379869815153285        0.9704860876410315        0.025068062191682672      
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_B           4183.534055153731     All      -0.2566289580965305        0.05497457432541708        -1.3340668727642058       0.04196624457760631       
Zeropoint     Linear_AB11_off|LOSS|LOSS_N1_I           7783.70749736004      All      0.09978148085154079        -0.0038147756311168735     0.30276203224373077       -0.02023382998868617      
Check         All|All|All                              All                   All      0.9980236779786729         0.9946813865427728         0.007559712860805146      -0.0007513390143223941    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_V           5094.597137446053     All      -0.00017479079755408644    -1.6054047568928877e-05    -0.0019830239047207675    -3.678746741419793e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_R           6027.075388481275     All      -1.4785346477003726e-05    -2.4187927634870674e-06    0.0001613936989162455     1.1230452920209217e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4547.6109496935305    All      -3.95412598078627e-05      2.1674503029817598e-05     3.775084332313716e-05     2.1624634649169414e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7197.354747978856     All      -0.0002932081850973023     2.3962087479412957e-05     -0.0007772229439735608    6.862890203659198e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4162.929908802812     All      -0.00018996435098961203    0.00012453974830038683     0.00018496552487294715    0.00011069849387543733    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            5886.669421214948     All      -0.00010527607853106724    2.1866402725427154e-05     -0.0001754620143218928    3.358442517732739e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3402.0467921518834    All      -0.0005547594349815025     0.00019367751662328976     -0.0002714587832091727    0.00023167657925248717    
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5085.353857961602     All      0.00010303899517722542     5.350948268742315e-05      0.0004891104418861971     5.693360927884928e-06     
Lambda        Linear_AB11_off|LOSS|LOSS_N1_B           4183.534055153731     All      -0.00026194939132812505    1.2819456126795204e-05     -0.0017396654969077632    1.1867972110279042e-05    
Lambda        Linear_AB11_off|LOSS|LOSS_N1_I           7783.70749736004      All      -9.54137040670481e-06      -3.167065812513853e-08     -4.822893826530112e-05    9.453860606623514e-07     
MWEBV         All|All|All                              All                   All      -0.8997388813407712        -3.7561786984769974        0.6339335385486922        -0.9021468802459465       
Redshift      All|All|All                              All                   All      8.080534960062487          -0.340090241107216         11.51641366680316         -2.228950009386863        
