#Format:        
#Parameter MagSys|Instrument|Band RestLamb Phase dmu/dP dmB/dP ds/dP dc/dP
Zeropoint AB|PS|PS_r 5201.562081571849 All 0.6259797231624279 0.26176338423319123 1.8748609110925671 -0.034970812413535834
Zeropoint AB|PS|PS_i 6300.218217939826 All -0.6217812260699893 -0.15470432685683022 -8.981634679579438 -0.24866679214632703
Zeropoint AB|PS|PS_g 4095.9371165497073 All -0.5111554493550133 0.5214950767617417 0.3662100847025431 0.3527105236876233
Zeropoint AB|PS|PS_z 7240.488028658603 All 0.5508873133504931 0.023144723826256097 1.6183343222993098 -0.0996842955600103
Check All|All|All All All 0.04393036108791837 0.6516988579643588 -5.122229361485018 -0.03061137643224987
