#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|MEGACAMPSF|i           4187.040137407351    All      0.8314143729556993        0.5600459895383381         -1.8987594196377078       -0.17312652244551377      
Zeropoint     AB|MEGACAMPSF|r           3418.844548865946    All      -1.5449696887576314       0.020713101873148787       0.24020737749081977       0.5207137463671083        
Zeropoint     AB|MEGACAMPSF|z           4821.435915171317    All      1.7128942083469711        0.4187215673290723         1.6914573084196416        -0.34607263510241304      
Check         All|All|All               All                  All      0.9993388925450389        0.9994806587405591         0.032905266272753586      0.0015145888191815393     
Lambda        AB|MEGACAMPSF|i           4187.040137407351    All      4.504181291708318e-05     7.554375734239998e-06      -0.0012293503668406448    -6.707115226059008e-05    
Lambda        AB|MEGACAMPSF|r           3418.844548865946    All      -0.0024948542740903454    0.0001449907895357797      0.0030643980072140365     0.0009966343943369539     
Lambda        AB|MEGACAMPSF|z           4821.435915171317    All      -0.0004025638300203838    -0.00010859067772886993    -0.0008072067012940577    5.97347994183153e-05      
MWEBV         All|All|All               All                  All      -0.33942214898993517      -1.728081435281581         0.13695527695465337       -0.4462203300810614       
Redshift      All|All|All               All                  All      3.319632474221871         0.05764759869126834        1.1660190107517732        -1.0105017169568762       
