#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                   ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5139.376107971656    All      3.7088251281751314        0.15817030195783843      0.3043094409942299         -1.1429851572641967       
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4291.751035061559    All      -2.711971242085766        0.8436196320811717       -0.3081332472917761        1.1444223515595975        
Check         All|All|All                            All                  All      0.9968538860893659        1.0017899340390102       -0.003823806297546195      0.00143719429540079       
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5139.376107971656    All      0.001643170921678629      1.416389528732145e-05    -0.00046539155825535856    -0.0005513894690137758    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4291.751035061559    All      -0.0008709155999435549    8.886496718271977e-05    -0.0014945292935770356     0.00024593812830821525    
MWEBV         All|All|All                            All                  All      -0.05335891273927729      -2.278389100188427       -0.001646292611464532      -0.7248389998491598       
Redshift      All|All|All                            All                  All      3.1874158230504417        -0.027530698019262445    -1.4926021728087           -1.1138218302099336       
