#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb             Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_r          4358.271577086813    All      -0.31086544449408776       0.5148920027421511         -0.12815185123942346       0.2632575386372762        
Zeropoint     AB|DECam|DECam_g          3279.178306785885    All      -0.4239411303600077        0.15411765521697873        0.036362877130881155       0.18991547222928898       
Zeropoint     AB|DECam|DECam_z          6204.674848999276    All      1.0372744118650368         0.09444883398774806        0.3432483096956955         -0.291791713175563        
Zeropoint     AB|DECam|DECam_i          5294.755607585264    All      0.6875644134728434         0.23623944606558922        -0.24655873495759142       -0.1580141739727831       
Check         All|All|All               All                  All      0.9900322504837846         0.9996979380124671         0.004900600629561741       0.0033671237182190117     
Lambda        AB|DECam|DECam_r          4358.271577086813    All      -0.0002658332305688807     -9.731118825665266e-05     -0.0019741489276845037     -3.320402631288242e-05    
Lambda        AB|DECam|DECam_g          3279.178306785885    All      -0.0009429566638696227     0.0003301926494695563      -7.777771465045784e-05     0.00041123575453813236    
Lambda        AB|DECam|DECam_z          6204.674848999276    All      -0.00018866242537197118    -2.3941265550951918e-05    -0.0002856981914142019     4.090570280041486e-05     
Lambda        AB|DECam|DECam_i          5294.755607585264    All      0.00021936378836081788     6.686593062741956e-05      -0.00035399556595493116    -6.547076556000778e-05    
MWEBV         All|All|All               All                  All      -0.4483677402932791        -2.3603523150871553        0.011533391571413192       -0.6222815961396068       
Redshift      All|All|All               All                  All      2.7531138516113067         0.2325980719316334         -1.345521504591073         -0.8810593569409284       
