#Format:      
#Parameter    MagSys|Instrument|Band                   RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_g            4658.560377877954     All      -0.3552222755537955        0.4147465391519667         -0.07360276065020432       0.2475196210086919        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_u            3485.0475480259847    All      -0.21450878522410533       0.07285057094632563        -0.019583248416132903      0.09272848571251491       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_r            6030.288260517493     All      1.1220330208866003         0.008242781881317995       0.10159753039924446        -0.35826429229335044      
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_i            7372.9507702776655    All      0.4018563993357914         -0.03999556175289243       0.2664944837857508         -0.1320332953778619       
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_B            4264.494158265408     All      -0.5413621282594829        0.2946507888103689         -0.2856344732990568        0.2595703564260199        
Zeropoint     Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5209.422761150058     All      0.5906409271983195         0.2437458177268148         -0.0065077986752370975     -0.11328556283062285      
Check         All|All|All                              All                   All      1.0034371583833275         0.9942409367639016         -0.01723626685563584       -0.003764687354608498     
Lambda        Linear_AB11_off|SWOPE|SWOPE_g            4658.560377877954     All      -0.00014997771055281014    -0.00011737748528693329    -0.0010086674978123957     -3.439323190046298e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_u            3485.0475480259847    All      -0.0002553432627619733     7.656473027394163e-05      0.000346085248405482       0.00012355754790471205    
Lambda        Linear_AB11_off|SWOPE|SWOPE_r            6030.288260517493     All      -0.0002831842199201601     5.290851434109551e-06      -0.0010293125082316765     4.8032331507013027e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_i            7372.9507702776655    All      -0.00010865765974579456    1.6711825440819944e-05     -0.0005740376641218642     1.5220301368703291e-05    
Lambda        Linear_AB11_off|SWOPE|SWOPE_B            4264.494158265408     All      -0.00025860732323915777    5.623364011421096e-05      -0.00046465564020015555    8.181861258825648e-05     
Lambda        Linear_AB11_off|SWOPE|SWOPE_V-LC-9844    5209.422761150058     All      0.0001304173460981911      5.6412224023911185e-05     -0.0012157946918178021     -7.83612361085729e-05     
MWEBV         All|All|All                              All                   All      -1.0207378955271267        -3.8791069351488794        -0.039309131550835374      -0.9328190197538166       
Redshift      All|All|All                              All                   All      7.017132399744765          0.8153716757496987         15.772753130426253         -1.316251969096635        
