#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          6003.151808905923     All      0.9528763390102993         0.04373460091464665        -0.7157860533683055        -0.3280796180479188       
Zeropoint     AB|DECam|DECam_z          7034.81100998924      All      0.6065819613767491         -0.0066410336538424986     0.367630833313499          -0.1833412282953232       
Zeropoint     AB|DECam|DECam_r          4941.373661177175     All      0.13863507943283604        0.5650153870323749         0.6462203123433189         0.16772393823797185       
Zeropoint     AB|DECam|DECam_g          3717.9062912564737    All      -0.7031946058706235        0.39673837241220866        -0.2973530693782523        0.3450148559537497        
Check         All|All|All               All                   All      0.9948987739492613         0.9988473267053877         0.0007120229102601239      0.0013179478484794949     
Lambda        AB|DECam|DECam_i          6003.151808905923     All      -0.0001265566413127599     -1.0348517187742988e-05    -3.711558103979099e-05     3.619651124513536e-05     
Lambda        AB|DECam|DECam_z          7034.81100998924      All      -0.0004356877521849538     -5.6260781160135085e-06    -0.00047428570401544123    0.00011892004319831428    
Lambda        AB|DECam|DECam_r          4941.373661177175     All      -0.00016135411666713824    -0.00011364025928690224    -0.0016862499315395674     -5.970761669077679e-05    
Lambda        AB|DECam|DECam_g          3717.9062912564737    All      -0.0012217242501411877     0.0006238450472232385      -0.0010013769146012042     0.0005564757850371535     
MWEBV         All|All|All               All                   All      -0.4660907449479579        -2.8648154785514635        0.04657363979531238        -0.7792651937952925       
Redshift      All|All|All               All                   All      6.6707356130254025         -0.32765578664601946       4.170303045193046          -2.093504847713347        
