#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|DECam|DECam_i          6003.151808905923     All      0.9542235753198817         0.05510160136434905        -0.5096168444204713        -0.315615466332618        
Zeropoint     AB|DECam|DECam_z          7034.81100998924      All      0.593368588226956          0.0024492888396565604      0.41162894832793007        -0.1741127470574505       
Zeropoint     AB|DECam|DECam_r          4941.373661177175     All      0.19252094579336637        0.5741407711360225         0.6316239833636023         0.15249260946692822       
Zeropoint     AB|DECam|DECam_g          3717.9062912564737    All      -0.7454414396878689        0.3672701818148383         -0.5302391003880413        0.3387846464982233        
Check         All|All|All               All                   All      0.9946716696523352         0.9989618431548664         0.0033969868830197036      0.0015490425750830372     
Lambda        AB|DECam|DECam_i          6003.151808905923     All      -0.00018308851540090718    -2.2047099010402796e-05    -2.896389278686439e-05     5.1163961914887286e-05    
Lambda        AB|DECam|DECam_z          7034.81100998924      All      -0.0004098259802320176     -8.774097999322147e-06     -0.00045825135285628923    0.00011018613905256802    
Lambda        AB|DECam|DECam_r          4941.373661177175     All      -0.00022294476973329862    -0.00016529720448042696    -0.001971986162429964      -6.922297687297504e-05    
Lambda        AB|DECam|DECam_g          3717.9062912564737    All      -0.0011257343692978308     0.0005146520183385927      -0.0011284137937113581     0.00048397188856611314    
MWEBV         All|All|All               All                   All      -0.4806061526837846        -2.857274663889342         0.06287416989227412        -0.7713533387395166       
Redshift      All|All|All               All                   All      6.340025806186733          0.07280008437930974        3.193618341769744          -1.8989250843599246       
