#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                    dmB/dP                     ds/dP                      dc/dP                     
Zeropoint     AB|MEGACAMPSF|z           5206.792143278252     All      1.0304094110858208        0.15442157104992305        0.3546255277575794         -0.26951275007593145      
Zeropoint     AB|MEGACAMPSF|r           3696.8965143776336    All      -1.946818900664355        0.22015396530257192        -0.08723908459085106       0.7019612740644887        
Zeropoint     AB|MEGACAMPSF|i           4520.723237243998     All      1.9190946316799742        0.6246108724861088         -0.2639879995639971        -0.4334365195876655       
Check         All|All|All               All                   All      1.0026851421014402        0.9991864088386038         0.003398443602731227       -0.0009879955991082268    
Lambda        AB|MEGACAMPSF|z           5206.792143278252     All      0.00025247416516686443    2.8706290859532263e-05     -5.6553242527694134e-05    -7.541226988066002e-05    
Lambda        AB|MEGACAMPSF|r           3696.8965143776336    All      -0.002732936177327951     0.00015130154168866084     -0.0026675495187445976     0.0008204506302764177     
Lambda        AB|MEGACAMPSF|i           4520.723237243998     All      -0.0006691312333529177    -0.00023729347750078332    -0.002210237923928764      4.203099683188719e-05     
MWEBV         All|All|All               All                   All      -0.18054683049469666      -1.9525958848154445        0.05354031980331353        -0.5748254171034833       
Redshift      All|All|All               All                   All      8.846516195394981         1.2412403193071242         1.699783213073247          -2.401435041008737        
