#Format:      
#Parameter    MagSys|Instrument|Band                 RestLamb             Phase    dmu/dP                    dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_R    4869.004098256974    All      -2.3016001418357828       1.4710181727771499         -0.8735741193309332       1.1898822997604543        
Zeropoint     Linear_AB11_off|MOSAICII|MOSAICII_I    5830.637221909365    All      3.299080076816342         -0.4684356545338275        0.872136201378293         -1.1882843881958773       
Check         All|All|All                            All                  All      0.9974799349805592        1.0025825182433223         -0.0014379179526402552    0.0015979115645770037     
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_R    4869.004098256974    All      -0.0004420468947168688    -0.00019479569339038308    -0.003308716561435916     -6.711497315642829e-05    
Lambda        Linear_AB11_off|MOSAICII|MOSAICII_I    5830.637221909365    All      -0.0007473408521682767    0.000124013314879316       0.00011514746302343927    0.0002889672213295778     
MWEBV         All|All|All                            All                  All      -0.37182311700951587      -2.7295848770005904        -0.02800999028176321      -0.7692505305080379       
Redshift      All|All|All                            All                  All      1.6726500148716537        2.460877572965181          9.498669915787383         0.6806336601160908        
