#Format:      
#Parameter    MagSys|Instrument|Band    RestLamb              Phase    dmu/dP                     dmB/dP                     ds/dP                     dc/dP                     
Zeropoint     AB|DECam|DECam_g          4002.486772809438     All      -0.7086876840071346        0.6441049905845375         1.1015645870121549        0.4898068478867548        
Zeropoint     AB|DECam|DECam_i          6462.6523177357585    All      0.9798607960412447         -0.03325077084639361       -0.030882055485764726     -0.3313818920160222       
Zeropoint     AB|DECam|DECam_z          7573.278025568664     All      0.43132791414759464        0.01878387788210034        1.2486894598979115        -0.07865588933533563      
Zeropoint     AB|DECam|DECam_r          5319.602262403081     All      0.29737915388686464        0.3704333333210741         -2.283730840055853        -0.07811626894248941      
Check         All|All|All               All                   All      0.9998801800685695         1.0000714309413183         0.035641151368448476      0.0016527975929075955     
Lambda        AB|DECam|DECam_g          4002.486772809438     All      -0.0005834465083316722     0.000331547324308415       -0.000828201273914583     0.0002610847746298988     
Lambda        AB|DECam|DECam_i          6462.6523177357585    All      -0.0003903388270605204     3.100814562856745e-05      0.00028773543681791296    0.00015008688193261953    
Lambda        AB|DECam|DECam_z          7573.278025568664     All      -0.00014238838387654066    -1.5648403186465036e-05    -0.0005740567389611351    1.56658656196743e-05      
Lambda        AB|DECam|DECam_r          5319.602262403081     All      0.0001190938991518796      8.754378576900794e-05      0.00032911383546635226    4.409929014989769e-06     
MWEBV         All|All|All               All                   All      -0.4977217407105443        -3.1935256049028027        0.26456640332160886       -0.8663056244095108       
Redshift      All|All|All               All                   All      6.663054291249843          -0.3189346405820359        -0.8196692838579267       -2.310841571244435        
