#Date  :
#Mag  :
#Magerr  :
#end  :
@INSTRUMENT  LOSS
@BAND  LOSS_K3_I
@MAGSYS  Linear_AB11_off
53853.47  17.024  0.083
53860.4  16.945  0.061
53861.37  16.977  0.045
53862.4  17.013  0.064
53863.41  17.027  0.052
53864.43  17.023  0.042
53865.38  17.146  0.039
53866.36  17.252  0.186
53872.4  17.241  0.068
53879.39  17.291  0.069
53883.34  17.317  0.072
53885.36  17.414  0.065
53887.36  17.529  0.077
53889.39  17.512  0.136
53891.38  17.586  0.104
53893.33  17.733  0.116
53897.35  17.781  0.077
53900.38  17.831  0.128
53903.3  18.112  0.129
53907.35  18.052  0.055
