#Format:      
#Parameter    MagSys|Instrument|Band                           RestLamb             Phase    dmu/dP                     dmB/dP                   ds/dP                     dc/dP                      
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I    7705.505197178682    All      2.950439198047315          -0.15263028983696358     1.5294960075496356        -0.9425174380618823        
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V    5283.90284388862     All      -0.012899904640087279      2.4121413456773766       1.1663460293843464        0.8419643831736545         
Zeropoint     Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R    6422.924176393447    All      -1.7688445159320278        -1.2240299200083626      -2.7091419258763683       0.0565674762471019         
Check         All|All|All                                      All                  All      1.1686947774751997         1.0354811358320504       -0.013299888942386318     -0.043985578641125844      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_I    7705.505197178682    All      -0.00045911758474754253    4.944725228767061e-05    -0.0002996056977506122    0.0001522862724571268      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_V    5283.90284388862     All      0.0014040740670148869      0.0016364374083342925    -0.0002956816793970899    6.249346945993631e-05      
Lambda        Linear_AB11_off|CfA34_FLWO|CfA34_4Sh_Harris_R    6422.924176393447    All      0.00030546106813694675     0.0001810153656683933    0.000404046267262609      -2.2505330245464515e-05    
MWEBV         All|All|All                                      All                  All      -0.3001885160084936        -4.0143824136752215      0.30832548662513837       -1.196075995439441         
Redshift      All|All|All                                      All                  All      -4.093647407542433         -6.693910376115042       -6.122576089387088        -1.120213645869264         
