Salt2Model
BEGIN_OF_FITPARAMS Salt2Model
DayMax 52311.714896252946 6.073107877043889
Redshift 0.030090817027825296 0 F
Color -0.21673056328608747 0.1581114817334718
X0 0.00509020976922925 0.0016159818866698103
X1 -1.7014856361020319 0.4918795470558552
RestFrameMag_0_UX 15.796016955991997 0.0
RestFrameMag_0_B 16.374598488705296 0.34468717796210374
RestFrameMag_0_V 16.587297575048915 0.0
RestFrameMag_0_R 16.690319212005416 0.0
CovDayMaxDayMax 36.88263928621254 -1
CovDayMaxRestFrameMag_0_B 1.9683731979194734 -1
CovDayMaxX1 2.1778271691402837 -1
CovDayMaxColor -0.683680383059613 -1
CovRestFrameMag_0_BDayMax 1.968373197919475 -1
CovRestFrameMag_0_BRestFrameMag_0_B 0.11880925065147897 -1
CovRestFrameMag_0_BX1 0.11458481166198357 -1
CovRestFrameMag_0_BColor -0.024936184795008125 -1
CovX1DayMax 2.177827169140287 -1
CovX1RestFrameMag_0_B 0.11458481166198368 -1
CovX1X1 0.24194548881187325 -1
CovX1Color -0.05465023475405195 -1
CovColorDayMax -0.6836803830596128 -1
CovColorRestFrameMag_0_B -0.024936184795008094 -1
CovColorX1 -0.05465023475405188 -1
CovColorColor 0.024999240655953988 -1

dmu_estimate 0.7677504583498707
FirstPhase  8.412388115504285
LastPhase  32.69966413664887
LatestNegPhase  1000
EarliestPosPhase  8.412388115504285
NightsNegPhase  0
NightsPosPhase  2

salt3source   1
salt2_version   salt3-f22
